Date,Open,High,Low,Close,Adj Close,Volume
1962-03-08,1.656250,1.661458,1.635417,1.640625,0.144132,98400
1962-03-09,1.640625,1.645833,1.635417,1.635417,0.143674,86400
1962-03-12,1.635417,1.640625,1.614583,1.614583,0.141844,96000
1962-03-13,1.614583,1.635417,1.588542,1.625000,0.142759,141600
1962-03-14,1.630208,1.661458,1.630208,1.661458,0.145962,117600
1962-03-15,1.661458,1.661458,1.635417,1.645833,0.144589,139200
1962-03-16,1.645833,1.661458,1.645833,1.661458,0.145962,79200
1962-03-19,1.661458,1.682292,1.651042,1.661458,0.145962,105600
1962-03-20,1.666667,1.697917,1.666667,1.697917,0.149165,177600
1962-03-21,1.697917,1.703125,1.645833,1.656250,0.145504,232800
1962-03-22,1.666667,1.692708,1.666667,1.682292,0.147792,268800
1962-03-23,1.682292,1.697917,1.671875,1.682292,0.147792,189600
1962-03-26,1.682292,1.687500,1.656250,1.671875,0.146877,124800
1962-03-27,1.671875,1.677083,1.666667,1.671875,0.146877,112800
1962-03-28,1.671875,1.703125,1.671875,1.703125,0.149622,146400
1962-03-29,1.703125,1.703125,1.677083,1.682292,0.147792,91200
1962-03-30,1.682292,1.703125,1.677083,1.703125,0.149622,86400
1962-04-02,1.697917,1.697917,1.661458,1.671875,0.146877,230400
1962-04-03,1.671875,1.692708,1.661458,1.666667,0.146419,168000
1962-04-04,1.666667,1.682292,1.661458,1.671875,0.146877,115200
1962-04-05,1.671875,1.687500,1.666667,1.687500,0.148250,192000
1962-04-06,1.682292,1.682292,1.661458,1.682292,0.147792,148800
1962-04-09,1.682292,1.682292,1.661458,1.661458,0.145962,124800
1962-04-10,1.661458,1.677083,1.651042,1.677083,0.147334,120000
1962-04-11,1.677083,1.692708,1.656250,1.671875,0.146877,182400
1962-04-12,1.661458,1.661458,1.635417,1.656250,0.145504,158400
1962-04-13,1.651042,1.651042,1.614583,1.614583,0.141844,38400
1962-04-16,1.609375,1.609375,1.552083,1.572917,0.139081,129600
1962-04-17,1.578125,1.619792,1.578125,1.593750,0.140923,172800
1962-04-18,1.593750,1.614583,1.583333,1.604167,0.141844,132000
1962-04-19,1.604167,1.625000,1.604167,1.604167,0.141844,81600
1962-04-23,1.598958,1.598958,1.541667,1.546875,0.136778,136800
1962-04-24,1.552083,1.572917,1.552083,1.572917,0.139081,103200
1962-04-25,1.562500,1.562500,1.531250,1.531250,0.135397,120000
1962-04-26,1.536458,1.578125,1.536458,1.552083,0.137239,163200
1962-04-27,1.552083,1.557292,1.520833,1.541667,0.136318,182400
1962-04-30,1.541667,1.541667,1.468750,1.479167,0.130791,187200
1962-05-01,1.479167,1.494792,1.427083,1.489583,0.131712,228000
1962-05-02,1.489583,1.515625,1.489583,1.500000,0.132633,139200
1962-05-03,1.500000,1.567708,1.494792,1.567708,0.138620,79200
1962-05-04,1.567708,1.583333,1.552083,1.552083,0.137239,76800
1962-05-07,1.552083,1.562500,1.541667,1.552083,0.137239,182400
1962-05-08,1.552083,1.572917,1.546875,1.552083,0.137239,129600
1962-05-09,1.552083,1.562500,1.500000,1.541667,0.136318,96000
1962-05-10,1.536458,1.536458,1.468750,1.473958,0.130331,16800
1962-05-11,1.473958,1.473958,1.453125,1.473958,0.130331,141600
1962-05-14,1.473958,1.531250,1.447917,1.447917,0.128028,146400
1962-05-15,1.500000,1.536458,1.500000,1.526042,0.134936,132000
1962-05-16,1.526042,1.526042,1.505208,1.515625,0.134015,103200
1962-05-17,1.515625,1.520833,1.500000,1.510417,0.133554,180000
1962-05-18,1.520833,1.552083,1.520833,1.536458,0.135857,187200
1962-05-21,1.536458,1.536458,1.510417,1.520833,0.134476,132000
1962-05-22,1.520833,1.531250,1.500000,1.500000,0.132633,117600
1962-05-23,1.500000,1.505208,1.453125,1.463542,0.129410,256800
1962-05-24,1.463542,1.494792,1.442708,1.447917,0.128028,336000
1962-05-25,1.447917,1.458333,1.427083,1.442708,0.127567,156000
1962-05-28,1.442708,1.442708,1.364583,1.364583,0.120660,148800
1962-05-29,1.364583,1.437500,1.291667,1.354167,0.119738,451200
1962-05-31,1.395833,1.442708,1.395833,1.432292,0.126646,196800
1962-06-01,1.432292,1.453125,1.416667,1.453125,0.128489,148800
1962-06-04,1.427083,1.427083,1.385417,1.390625,0.122962,158400
1962-06-05,1.390625,1.432292,1.380208,1.411458,0.124804,196800
1962-06-06,1.427083,1.463542,1.427083,1.437500,0.127107,141600
1962-06-07,1.437500,1.489583,1.432292,1.458333,0.128949,153600
1962-06-08,1.453125,1.453125,1.421875,1.453125,0.128489,112800
1962-06-11,1.447917,1.447917,1.390625,1.406250,0.124344,120000
1962-06-12,1.395833,1.395833,1.380208,1.395833,0.123423,220800
1962-06-13,1.395833,1.437500,1.375000,1.380208,0.122041,266400
1962-06-14,1.375000,1.375000,1.338542,1.338542,0.118357,544800
1962-06-15,1.338542,1.369792,1.338542,1.369792,0.121120,278400
1962-06-18,1.380208,1.401042,1.380208,1.380208,0.122041,199200
1962-06-19,1.380208,1.390625,1.364583,1.390625,0.122962,148800
1962-06-20,1.390625,1.390625,1.354167,1.364583,0.120660,139200
1962-06-21,1.364583,1.385417,1.333333,1.333333,0.117896,225600
1962-06-22,1.333333,1.354167,1.286458,1.286458,0.113751,379200
1962-06-25,1.281250,1.281250,1.229167,1.234375,0.109146,319200
1962-06-26,1.234375,1.276042,1.229167,1.255208,0.110988,211200
1962-06-27,1.250000,1.250000,1.229167,1.250000,0.110528,124800
1962-06-28,1.270833,1.343750,1.270833,1.317708,0.116515,146400
1962-06-29,1.317708,1.354167,1.312500,1.328125,0.117436,158400
1962-07-02,1.328125,1.364583,1.312500,1.333333,0.117896,122400
1962-07-03,1.333333,1.359375,1.333333,1.348958,0.119278,120000
1962-07-05,1.359375,1.395833,1.359375,1.385417,0.122502,98400
1962-07-06,1.385417,1.385417,1.333333,1.375000,0.121581,108000
1962-07-09,1.369792,1.369792,1.348958,1.369792,0.121120,96000
1962-07-10,1.375000,1.432292,1.375000,1.375000,0.121581,321600
1962-07-11,1.359375,1.359375,1.333333,1.354167,0.119738,160800
1962-07-12,1.354167,1.375000,1.354167,1.359375,0.120199,136800
1962-07-13,1.359375,1.364583,1.338542,1.338542,0.118357,117600
1962-07-16,1.338542,1.369792,1.338542,1.354167,0.119738,132000
1962-07-17,1.354167,1.359375,1.328125,1.333333,0.118811,283200
1962-07-18,1.322917,1.322917,1.296875,1.302083,0.116026,170400
1962-07-19,1.302083,1.322917,1.296875,1.302083,0.116026,175200
1962-07-20,1.307292,1.338542,1.307292,1.328125,0.118347,172800
1962-07-23,1.328125,1.343750,1.312500,1.317708,0.117418,127200
1962-07-24,1.312500,1.312500,1.291667,1.291667,0.115098,302400
1962-07-25,1.281250,1.281250,1.229167,1.276042,0.113706,196800
1962-07-26,1.270833,1.270833,1.260417,1.270833,0.113241,112800
1962-07-27,1.270833,1.307292,1.265625,1.291667,0.115098,105600
1962-07-30,1.291667,1.312500,1.286458,1.296875,0.115562,100800
1962-07-31,1.296875,1.322917,1.296875,1.322917,0.117882,132000
1962-08-01,1.322917,1.328125,1.307292,1.317708,0.117418,201600
1962-08-02,1.317708,1.328125,1.307292,1.317708,0.117418,103200
1962-08-03,1.317708,1.333333,1.317708,1.333333,0.118811,52800
1962-08-06,1.333333,1.348958,1.333333,1.343750,0.119739,88800
1962-08-07,1.343750,1.354167,1.317708,1.348958,0.120203,151200
1962-08-08,1.338542,1.338542,1.317708,1.328125,0.118347,115200
1962-08-09,1.328125,1.333333,1.312500,1.317708,0.117418,172800
1962-08-10,1.317708,1.322917,1.302083,1.312500,0.116954,134400
1962-08-13,1.312500,1.322917,1.291667,1.302083,0.116026,235200
1962-08-14,1.302083,1.328125,1.296875,1.312500,0.116954,160800
1962-08-15,1.328125,1.406250,1.328125,1.406250,0.125308,304800
1962-08-16,1.406250,1.416667,1.385417,1.406250,0.125308,175200
1962-08-17,1.406250,1.416667,1.385417,1.406250,0.125308,163200
1962-08-20,1.406250,1.421875,1.401042,1.401042,0.124844,141600
1962-08-21,1.401042,1.421875,1.385417,1.401042,0.124844,160800
1962-08-22,1.411458,1.432292,1.411458,1.427083,0.127164,235200
1962-08-23,1.427083,1.479167,1.421875,1.442708,0.128557,247200
1962-08-24,1.442708,1.473958,1.442708,1.458333,0.129949,76800
1962-08-27,1.458333,1.473958,1.442708,1.473958,0.131341,168000
1962-08-28,1.473958,1.473958,1.458333,1.458333,0.129949,180000
1962-08-29,1.458333,1.473958,1.437500,1.458333,0.129949,290400
1962-08-30,1.458333,1.473958,1.458333,1.458333,0.129949,168000
1962-08-31,1.463542,1.489583,1.463542,1.463542,0.130413,93600
1962-09-04,1.463542,1.494792,1.447917,1.447917,0.129021,228000
1962-09-05,1.437500,1.437500,1.401042,1.411458,0.125772,386400
1962-09-06,1.411458,1.416667,1.390625,1.411458,0.125772,182400
1962-09-07,1.411458,1.432292,1.395833,1.432292,0.127629,290400
1962-09-10,1.427083,1.427083,1.390625,1.406250,0.125308,165600
1962-09-11,1.406250,1.416667,1.401042,1.411458,0.125772,103200
1962-09-12,1.411458,1.432292,1.406250,1.416667,0.126236,103200
1962-09-13,1.427083,1.458333,1.427083,1.453125,0.129485,120000
1962-09-14,1.453125,1.458333,1.406250,1.406250,0.125308,144000
1962-09-17,1.406250,1.421875,1.395833,1.401042,0.124844,232800
1962-09-18,1.401042,1.427083,1.401042,1.421875,0.126700,204000
1962-09-19,1.390625,1.411458,1.390625,1.406250,0.125308,134400
1962-09-20,1.406250,1.427083,1.406250,1.421875,0.126700,160800
1962-09-21,1.406250,1.406250,1.390625,1.406250,0.125308,230400
1962-09-24,1.390625,1.390625,1.354167,1.369792,0.122059,261600
1962-09-25,1.369792,1.390625,1.369792,1.390625,0.123916,112800
1962-09-26,1.390625,1.390625,1.348958,1.348958,0.120203,211200
1962-09-27,1.348958,1.369792,1.328125,1.328125,0.118347,232800
1962-09-28,1.328125,1.348958,1.312500,1.312500,0.116954,81600
1962-10-01,1.302083,1.317708,1.302083,1.307292,0.116490,105600
1962-10-02,1.307292,1.369792,1.302083,1.312500,0.116954,165600
1962-10-03,1.312500,1.354167,1.312500,1.322917,0.117882,76800
1962-10-04,1.322917,1.354167,1.317708,1.354167,0.120667,79200
1962-10-05,1.354167,1.359375,1.338542,1.343750,0.119739,86400
1962-10-08,1.338542,1.338542,1.328125,1.338542,0.119275,110400
1962-10-09,1.312500,1.333333,1.312500,1.317708,0.117418,324000
1962-10-10,1.317708,1.354167,1.317708,1.354167,0.120667,139200
1962-10-11,1.333333,1.333333,1.312500,1.328125,0.118347,189600
1962-10-12,1.322917,1.322917,1.312500,1.317708,0.117418,72000
1962-10-15,1.317708,1.369792,1.317708,1.369792,0.122059,76800
1962-10-16,1.348958,1.385417,1.348958,1.348958,0.121124,225600
1962-10-17,1.348958,1.364583,1.348958,1.359375,0.122060,153600
1962-10-18,1.359375,1.364583,1.333333,1.333333,0.119721,184800
1962-10-19,1.333333,1.348958,1.291667,1.291667,0.115980,314400
1962-10-22,1.286458,1.286458,1.260417,1.265625,0.113642,180000
1962-10-23,1.265625,1.276042,1.234375,1.244792,0.111771,180000
1962-10-24,1.244792,1.286458,1.234375,1.281250,0.115045,249600
1962-10-25,1.281250,1.307292,1.250000,1.276042,0.114577,230400
1962-10-26,1.276042,1.307292,1.270833,1.270833,0.114109,88800
1962-10-29,1.338542,1.354167,1.296875,1.328125,0.119254,180000
1962-10-30,1.328125,1.375000,1.312500,1.375000,0.123463,218400
1962-10-31,1.375000,1.380208,1.364583,1.369792,0.122995,151200
1962-11-01,1.369792,1.406250,1.369792,1.401042,0.125801,136800
1962-11-02,1.401042,1.416667,1.395833,1.411458,0.126736,211200
1962-11-05,1.411458,1.453125,1.411458,1.437500,0.129075,172800
1962-11-07,1.437500,1.463542,1.437500,1.458333,0.130945,182400
1962-11-08,1.458333,1.458333,1.442708,1.458333,0.130945,129600
1962-11-09,1.453125,1.453125,1.437500,1.453125,0.130478,120000
1962-11-12,1.453125,1.458333,1.442708,1.458333,0.130945,96000
1962-11-13,1.458333,1.489583,1.453125,1.484375,0.133283,216000
1962-11-14,1.484375,1.526042,1.479167,1.505208,0.135154,261600
1962-11-15,1.505208,1.531250,1.494792,1.500000,0.134686,187200
1962-11-16,1.500000,1.515625,1.494792,1.500000,0.134686,127200
1962-11-19,1.500000,1.505208,1.489583,1.500000,0.134686,112800
1962-11-20,1.500000,1.505208,1.494792,1.500000,0.134686,112800
1962-11-21,1.500000,1.505208,1.494792,1.500000,0.134686,105600
1962-11-23,1.500000,1.526042,1.494792,1.500000,0.134686,228000
1962-11-26,1.500000,1.505208,1.494792,1.500000,0.134686,187200
1962-11-27,1.500000,1.505208,1.484375,1.500000,0.134686,165600
1962-11-28,1.500000,1.505208,1.494792,1.505208,0.135154,177600
1962-11-29,1.505208,1.520833,1.505208,1.505208,0.135154,132000
1962-11-30,1.505208,1.526042,1.505208,1.505208,0.135154,124800
1962-12-03,1.505208,1.520833,1.505208,1.510417,0.135622,81600
1962-12-04,1.510417,1.567708,1.510417,1.567708,0.140766,206400
1962-12-05,1.567708,1.572917,1.552083,1.552083,0.139363,182400
1962-12-06,1.552083,1.578125,1.546875,1.578125,0.141701,127200
1962-12-07,1.578125,1.578125,1.552083,1.572917,0.141234,96000
1962-12-10,1.572917,1.583333,1.541667,1.541667,0.138428,441600
1962-12-11,1.541667,1.541667,1.520833,1.541667,0.138428,408000
1962-12-12,1.536458,1.536458,1.479167,1.494792,0.134219,374400
1962-12-13,1.494792,1.510417,1.489583,1.510417,0.135622,64800
1962-12-14,1.494792,1.494792,1.479167,1.489583,0.133751,88800
1962-12-17,1.489583,1.489583,1.473958,1.473958,0.132348,129600
1962-12-18,1.479167,1.520833,1.479167,1.500000,0.134686,314400
1962-12-19,1.500000,1.539063,1.500000,1.505208,0.135154,103200
1962-12-20,1.505208,1.510417,1.489583,1.489583,0.133751,273600
1962-12-21,1.489583,1.520833,1.479167,1.520833,0.136557,398400
1962-12-24,1.520833,1.531250,1.520833,1.526042,0.137025,117600
1962-12-26,1.536458,1.546875,1.536458,1.546875,0.138895,122400
1962-12-27,1.546875,1.552083,1.536458,1.552083,0.139363,122400
1962-12-28,1.552083,1.552083,1.526042,1.541667,0.138428,158400
1962-12-31,1.541667,1.562500,1.526042,1.557292,0.139831,98400
1963-01-02,1.557292,1.562500,1.541667,1.541667,0.138428,112800
1963-01-03,1.546875,1.567708,1.546875,1.557292,0.139831,74400
1963-01-04,1.557292,1.598958,1.557292,1.593750,0.143104,141600
1963-01-07,1.593750,1.609375,1.588542,1.588542,0.142637,129600
1963-01-08,1.588542,1.609375,1.578125,1.588542,0.142637,261600
1963-01-09,1.588542,1.604167,1.588542,1.588542,0.142637,115200
1963-01-10,1.588542,1.598958,1.583333,1.583333,0.142169,84000
1963-01-11,1.583333,1.593750,1.578125,1.583333,0.142169,129600
1963-01-14,1.583333,1.598958,1.572917,1.593750,0.143104,153600
1963-01-15,1.593750,1.609375,1.572917,1.604167,0.144988,124800
1963-01-16,1.604167,1.619792,1.572917,1.572917,0.142163,62400
1963-01-17,1.572917,1.588542,1.567708,1.588542,0.143575,88800
1963-01-18,1.588542,1.609375,1.583333,1.583333,0.143105,196800
1963-01-21,1.583333,1.583333,1.546875,1.546875,0.139810,204000
1963-01-22,1.546875,1.567708,1.546875,1.557292,0.140751,156000
1963-01-23,1.557292,1.562500,1.546875,1.552083,0.140280,151200
1963-01-24,1.552083,1.578125,1.552083,1.557292,0.140751,256800
1963-01-25,1.557292,1.572917,1.552083,1.562500,0.141222,240000
1963-01-28,1.562500,1.609375,1.557292,1.583333,0.143105,266400
1963-01-29,1.583333,1.598958,1.572917,1.588542,0.143575,292800
1963-01-30,1.588542,1.598958,1.578125,1.588542,0.143575,96000
1963-01-31,1.588542,1.604167,1.583333,1.604167,0.144988,127200
1963-02-01,1.604167,1.609375,1.583333,1.583333,0.143105,151200
1963-02-04,1.583333,1.583333,1.541667,1.572917,0.142163,103200
1963-02-05,1.567708,1.567708,1.541667,1.552083,0.140280,153600
1963-02-06,1.552083,1.567708,1.541667,1.562500,0.141222,81600
1963-02-07,1.562500,1.562500,1.489583,1.520833,0.137456,132000
1963-02-08,1.515625,1.515625,1.500000,1.515625,0.136985,170400
1963-02-11,1.515625,1.515625,1.484375,1.489583,0.134631,223200
1963-02-12,1.489583,1.515625,1.489583,1.515625,0.136985,151200
1963-02-13,1.515625,1.520833,1.500000,1.515625,0.136985,86400
1963-02-14,1.515625,1.531250,1.515625,1.520833,0.137456,45600
1963-02-15,1.510417,1.510417,1.494792,1.500000,0.135573,412800
1963-02-18,1.500000,1.520833,1.484375,1.500000,0.135573,225600
1963-02-19,1.500000,1.505208,1.489583,1.489583,0.134631,230400
1963-02-20,1.489583,1.494792,1.458333,1.479167,0.133690,266400
1963-02-21,1.479167,1.479167,1.458333,1.463542,0.132278,192000
1963-02-25,1.458333,1.473958,1.458333,1.468750,0.132748,132000
1963-02-26,1.468750,1.479167,1.463542,1.479167,0.133690,105600
1963-02-27,1.473958,1.473958,1.458333,1.463542,0.132278,117600
1963-02-28,1.463542,1.468750,1.458333,1.458333,0.131807,91200
1963-03-01,1.458333,1.468750,1.442708,1.453125,0.131336,384000
1963-03-04,1.453125,1.489583,1.453125,1.484375,0.134161,156000
1963-03-05,1.484375,1.500000,1.463542,1.468750,0.132748,206400
1963-03-06,1.468750,1.489583,1.468750,1.484375,0.134161,175200
1963-03-07,1.484375,1.505208,1.484375,1.500000,0.135573,98400
1963-03-08,1.500000,1.505208,1.479167,1.479167,0.133690,170400
1963-03-11,1.479167,1.505208,1.479167,1.500000,0.135573,148800
1963-03-12,1.500000,1.510417,1.500000,1.505208,0.136044,141600
1963-03-13,1.505208,1.510417,1.489583,1.494792,0.135102,254400
1963-03-14,1.494792,1.500000,1.494792,1.494792,0.135102,48000
1963-03-15,1.484375,1.484375,1.479167,1.479167,0.133690,132000
1963-03-18,1.479167,1.494792,1.463542,1.489583,0.134631,184800
1963-03-19,1.489583,1.489583,1.463542,1.489583,0.134631,74400
1963-03-20,1.489583,1.494792,1.458333,1.473958,0.133219,175200
1963-03-21,1.473958,1.473958,1.447917,1.468750,0.132748,60000
1963-03-22,1.468750,1.484375,1.468750,1.468750,0.132748,31200
1963-03-25,1.468750,1.494792,1.458333,1.463542,0.132278,146400
1963-03-26,1.468750,1.484375,1.468750,1.484375,0.134161,55200
1963-03-27,1.484375,1.510417,1.484375,1.510417,0.136514,240000
1963-03-28,1.515625,1.536458,1.515625,1.536458,0.138868,134400
1963-03-29,1.531250,1.531250,1.510417,1.520833,0.137456,220800
1963-04-01,1.520833,1.578125,1.520833,1.546875,0.139810,134400
1963-04-02,1.546875,1.557292,1.546875,1.546875,0.139810,144000
1963-04-03,1.546875,1.562500,1.541667,1.562500,0.141222,115200
1963-04-04,1.562500,1.567708,1.546875,1.557292,0.140751,100800
1963-04-05,1.557292,1.557292,1.546875,1.557292,0.140751,45600
1963-04-08,1.557292,1.578125,1.557292,1.572917,0.142163,158400
1963-04-09,1.572917,1.593750,1.557292,1.593750,0.144046,228000
1963-04-10,1.593750,1.593750,1.541667,1.562500,0.141222,715200
1963-04-11,1.562500,1.562500,1.526042,1.557292,0.140751,408000
1963-04-15,1.557292,1.557292,1.541667,1.557292,0.140751,151200
1963-04-16,1.552083,1.552083,1.531250,1.552083,0.141415,129600
1963-04-17,1.552083,1.552083,1.531250,1.541667,0.140466,88800
1963-04-18,1.541667,1.572917,1.536458,1.562500,0.142364,158400
1963-04-19,1.562500,1.578125,1.541667,1.567708,0.142839,420000
1963-04-22,1.562500,1.562500,1.541667,1.546875,0.140941,163200
1963-04-23,1.541667,1.541667,1.526042,1.536458,0.139992,230400
1963-04-24,1.536458,1.541667,1.526042,1.526042,0.139043,228000
1963-04-25,1.536458,1.557292,1.536458,1.546875,0.140941,283200
1963-04-26,1.546875,1.567708,1.541667,1.552083,0.141415,170400
1963-04-29,1.552083,1.562500,1.546875,1.552083,0.141415,168000
1963-04-30,1.552083,1.567708,1.552083,1.552083,0.141415,199200
1963-05-01,1.552083,1.567708,1.541667,1.552083,0.141415,196800
1963-05-02,1.562500,1.572917,1.562500,1.562500,0.142364,156000
1963-05-03,1.562500,1.583333,1.552083,1.562500,0.142364,163200
1963-05-06,1.562500,1.604167,1.552083,1.593750,0.145212,676800
1963-05-07,1.593750,1.614583,1.583333,1.583333,0.144263,290400
1963-05-08,1.583333,1.609375,1.567708,1.609375,0.146635,153600
1963-05-09,1.609375,1.651042,1.604167,1.645833,0.149957,520800
1963-05-10,1.645833,1.682292,1.640625,1.677083,0.152805,343200
1963-05-13,1.677083,1.729167,1.677083,1.718750,0.156601,300000
1963-05-14,1.718750,1.734375,1.713542,1.723958,0.157075,184800
1963-05-15,1.723958,1.729167,1.713542,1.729167,0.157550,132000
1963-05-16,1.729167,1.744792,1.723958,1.729167,0.157550,192000
1963-05-17,1.729167,1.744792,1.723958,1.729167,0.157550,204000
1963-05-20,1.729167,1.739583,1.723958,1.734375,0.158025,91200
1963-05-21,1.729167,1.729167,1.708333,1.723958,0.157075,374400
1963-05-22,1.723958,1.739583,1.718750,1.718750,0.156601,199200
1963-05-23,1.723958,1.765625,1.723958,1.755208,0.159923,511200
1963-05-24,1.755208,1.770833,1.750000,1.765625,0.160872,134400
1963-05-27,1.760417,1.760417,1.744792,1.750000,0.159448,165600
1963-05-28,1.750000,1.786458,1.750000,1.776042,0.161821,278400
1963-05-29,1.776042,1.807292,1.770833,1.796875,0.163719,105600
1963-05-31,1.812500,1.869792,1.812500,1.848958,0.168465,328800
1963-06-03,1.859375,1.911458,1.859375,1.906250,0.173685,283200
1963-06-04,1.906250,1.916667,1.885417,1.916667,0.174634,328800
1963-06-05,1.916667,1.953125,1.916667,1.921875,0.175108,336000
1963-06-06,1.921875,1.953125,1.921875,1.921875,0.175108,249600
1963-06-07,1.906250,1.906250,1.875000,1.875000,0.170837,312000
1963-06-10,1.854167,1.854167,1.812500,1.833333,0.167041,355200
1963-06-11,1.833333,1.848958,1.807292,1.812500,0.165143,268800
1963-06-12,1.812500,1.843750,1.796875,1.807292,0.164668,268800
1963-06-13,1.807292,1.812500,1.796875,1.796875,0.163719,112800
1963-06-14,1.796875,1.833333,1.776042,1.833333,0.167041,247200
1963-06-17,1.833333,1.843750,1.796875,1.796875,0.163719,112800
1963-06-18,1.796875,1.817708,1.796875,1.812500,0.165143,115200
1963-06-19,1.812500,1.828125,1.791667,1.791667,0.163244,247200
1963-06-20,1.796875,1.817708,1.796875,1.802083,0.164194,218400
1963-06-21,1.812500,1.828125,1.812500,1.822917,0.166092,192000
1963-06-24,1.822917,1.833333,1.812500,1.812500,0.165143,98400
1963-06-25,1.812500,1.828125,1.791667,1.812500,0.165143,309600
1963-06-26,1.812500,1.812500,1.791667,1.802083,0.164194,124800
1963-06-27,1.796875,1.796875,1.781250,1.781250,0.162295,189600
1963-06-28,1.781250,1.807292,1.776042,1.796875,0.163719,153600
1963-07-01,1.796875,1.802083,1.750000,1.770833,0.161346,187200
1963-07-02,1.770833,1.817708,1.765625,1.817708,0.165617,559200
1963-07-03,1.822917,1.854167,1.822917,1.854167,0.168939,208800
1963-07-05,1.854167,1.869792,1.848958,1.869792,0.170363,144000
1963-07-08,1.869792,1.890625,1.864583,1.869792,0.170363,192000
1963-07-09,1.869792,1.885417,1.859375,1.880208,0.171312,151200
1963-07-10,1.880208,1.901042,1.875000,1.885417,0.171786,127200
1963-07-11,1.890625,1.921875,1.890625,1.911458,0.174159,319200
1963-07-12,1.911458,1.911458,1.890625,1.901042,0.173210,110400
1963-07-15,1.901042,1.901042,1.875000,1.875000,0.170837,163200
1963-07-16,1.869792,1.869792,1.838542,1.854167,0.170073,324000
1963-07-17,1.854167,1.864583,1.854167,1.854167,0.170073,108000
1963-07-18,1.854167,1.869792,1.838542,1.838542,0.168640,518400
1963-07-19,1.833333,1.833333,1.812500,1.828125,0.167684,74400
1963-07-22,1.822917,1.822917,1.796875,1.817708,0.166729,187200
1963-07-23,1.812500,1.812500,1.796875,1.802083,0.165296,79200
1963-07-24,1.802083,1.807292,1.776042,1.796875,0.164818,100800
1963-07-25,1.796875,1.812500,1.796875,1.802083,0.165296,151200
1963-07-26,1.796875,1.796875,1.744792,1.750000,0.160518,172800
1963-07-29,1.750000,1.750000,1.734375,1.744792,0.160041,93600
1963-07-30,1.755208,1.791667,1.755208,1.786458,0.163862,105600
